stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
7319,1424,"O'Connor Dr at Wolverton Ave",,43.694131,-79.345283,,,,,,1
7320,9801,"Keele St at Tilbury Dr",,43.730459,-79.483066,,,,,,1
7321,5583,"Markham Rd at Sheppard Ave East",,43.794082,-79.239147,,,,,,1
7322,2221,"The East Mall at Valhalla Inn Rd",,43.641605,-79.557891,,,,,,2
7323,8291,"350 Steeles Ave West",,43.795394,-79.432403,,,,,,2
7324,3898,"Jane St at Gordon Mackay Rd South Side",,43.715134,-79.507259,,,,,,1
7325,3192,"Wilson Heights Blvd at Cocksfield Ave",,43.752930,-79.457948,,,,,,1
7326,9824,"Steeles Ave West Loop at Martin Grove Rd",,43.756665,-79.607845,,,,,,1
7327,22,"Annette St at Clendenan Ave",,43.662322,-79.472105,,,,,,2
7329,5491,"Leslie St at Van Horne Ave",,43.783930,-79.366718,,,,,,1
7330,11770,"The Queensway at Ellis Ave",,43.637615,-79.466630,,,,,,1
7331,13700,"2275 Markham Rd",,43.810593,-79.242772,,,,,,2
7332,4298,"Kipling Ave at Bywood Dr",,43.656484,-79.541568,,,,,,2
7333,6949,"Rexdale Blvd at Tidemore Ave West Side",,43.714999,-79.585487,,,,,,1
7334,6291,"Carlaw Ave at Lake Shore Blvd East",,43.655953,-79.338049,,,,,,1
7335,8438,"Victoria Park Ave at Clydesdale Dr",,43.783948,-79.327253,,,,,,1
7336,4414,"Lawrence Ave East at Bennett Rd",,43.772716,-79.166650,,,,,,1
7337,11717,"Weston Rd at Mainshep Rd",,43.731764,-79.537755,,,,,,1
7338,8464,"Victoria Park Ave at Gordon Baker Rd",,43.810295,-79.338919,,,,,,1
7339,2140,"Dundas St West at Bathurst St - Toronto Western Hospital",,43.652163,-79.406259,,,,,,2
7340,7156,"Sheppard Ave East at Blue Ridge Rd West Side",,43.769770,-79.374553,,,,,,1
7341,533,"Bloor St West at The Kingsway",,43.649909,-79.499461,,,,,,1
7342,8274,"Steeles Ave West at Futurity Gate",,43.786355,-79.474561,,,,,,1
7343,7963,"McRae Dr at Sutherland Dr West Side",,43.708563,-79.365684,,,,,,1
7344,5696,"Midland Ave at Eglinton Ave East North Side",,43.735216,-79.258277,,,,,,1
7345,2591,"Finch Ave West at Chesswood Dr West Side",,43.766502,-79.478024,,,,,,1
7346,5593,"1245 Martin Grove Rd",,43.710995,-79.579604,,,,,,1
7347,5993,"Pape Ave at Wroxeter Ave",,43.675007,-79.343202,,,,,,1
7349,5205,"106 Lansdowne Ave",,43.644016,-79.438056,,,,,,1
7350,8934,"Yonge Blvd at Apsley Rd",,43.739314,-79.413182,,,,,,1
7351,4312,"Kipling Ave at Genthorn Ave North Side",,43.723684,-79.572280,,,,,,1
7352,5723,"Midland Ave at Midwest Rd (North)",,43.766055,-79.270722,,,,,,1
7354,6773,"Prince Edward Dr South at Edgemore Dr North Side",,43.645529,-79.504023,,,,,,1
7355,2138,"Dundas St West at Acorn Ave",,43.637518,-79.539041,,,,,,1
7356,10564,"Warden Ave at Steeles Ave East",,43.819799,-79.324712,,,,,,1
7358,12120,"Colonel Samuel Smith Park Dr",,43.594276,-79.516840,,,,,,1
7359,13636,"Markham Rd at Kirkham Dr",,43.851046,-79.254275,,,,,,1
7360,8765,"Weston Rd at Seneca Ave",,43.680368,-79.475653,,,,,,1
7362,3503,"Dundas St West at Indian Road Cres",,43.665156,-79.461274,,,,,,1
7363,7025,"Royal York Rd at Royaleigh Ave South Side",,43.698221,-79.533679,,,,,,2
7364,7298,"Sheppard Ave West at Wilmington Ave",,43.752815,-79.451879,,,,,,1
7366,2266,"Eglinton Ave East at Don Valley Pkwy West Side",,43.722411,-79.332206,,,,,,1
7367,1821,"Cummer Ave at Snowcrest Ave (East)",,43.794692,-79.382673,,,,,,1
7368,5568,"Markham Rd at Lawrence Ave East",,43.760008,-79.225565,,,,,,1
7369,3178,"Wilmington Ave at Combe Ave",,43.759548,-79.455440,,,,,,1
7370,2175,"Dundas St West at Ossington Ave",,43.649270,-79.420944,,,,,,2
7371,3437,"Cliff St at Alliance Ave North Side",,43.678591,-79.483787,,,,,,1
7372,7826,"Hollinger Rd at Curity Ave",,43.710279,-79.316438,,,,,,1
7373,11873,"300 Atkinson Ave",,43.815480,-79.443674,,,,,,2
7374,5179,"Lake Shore Blvd West at Hillside Ave",,43.611265,-79.490136,,,,,,1
7375,3812,"Islington Ave at Lake Shore Blvd West",,43.600902,-79.505422,,,,,,1
7376,6907,"The Queensway at Park Lawn Rd",,43.629223,-79.490113,,,,,,1
7377,9302,"Attwell Dr at Carlson Crt",,43.689190,-79.587189,,,,,,1
7378,7164,"Sheppard Ave East at Brimley Rd",,43.787766,-79.268187,,,,,,1
7379,8755,"Weston Rd at Oxford Dr",,43.687906,-79.491792,,,,,,1
7381,2703,"Humberline Dr at Claireville Dr (South)",,43.737127,-79.617723,,,,,,1
7382,330,"Bayview Ave at York Mills Rd South Side",,43.747363,-79.384148,,,,,,1
7383,1423,"O'Connor Dr at Warland Ave",,43.694117,-79.346018,,,,,,1
7384,5695,"Midland Ave at Dorcot Ave",,43.758095,-79.267625,,,,,,1
7385,9742,"Barber Greene Rd at Southill Dr West Side",,43.728757,-79.346279,,,,,,1
7387,3785,"Islington Ave at Elmhurst Dr",,43.723031,-79.558639,,,,,,1
7388,1761,"Broadview Ave at Millbrook Cres",,43.671897,-79.354733,,,,,,2
7389,5481,"Leslie St at Talwood Dr (North)",,43.740770,-79.357205,,,,,,2
7390,9721,"Dundas St West at Highway 427",,43.629242,-79.554797,,,,,,1
7391,5689,"Midland Ave at Broadbent Ave",,43.738431,-79.259648,,,,,,1
7392,274,"Bayview Ave at Argonne Cres",,43.794029,-79.393853,,,,,,1
7393,4087,"Kennedy Rd at Glamorgan Ave South Side",,43.768713,-79.282189,,,,,,1
7394,5808,"Mt Pleasant Rd at Mt Pleasant Cemetery",,43.695742,-79.385380,,,,,,1
7395,1813,"Cummer Ave at Maxome Ave",,43.790632,-79.401142,,,,,,1
7396,1249,"Mill Rd at Burnhamthorpe Loop",,43.640606,-79.582909,,,,,,1
7397,6310,"Commander Blvd at McCowan Rd West Side",,43.796002,-79.262448,,,,,,1
7398,8259,"4545 Steeles Ave West",,43.771904,-79.538072,,,,,,1
7399,8575,"Warden Ave at Hymus Rd",,43.719508,-79.284000,,,,,,1
7400,1520,"Royal York Rd at Tremayne Ave",,43.651534,-79.513105,,,,,,1
7401,4766,"Airport Rd at Orlando Dr",,43.694887,-79.630230,,,,,,2
7402,284,"Bayview Ave at Citation Dr North Side",,43.774827,-79.389760,,,,,,1
7403,3446,"640 Coronation Dr",,43.766498,-79.159629,,,,,,1
7404,1912,"Don Mills Rd at Bond Ave",,43.746471,-79.346065,,,,,,1
7405,11267,"Arcot Blvd at Albion Rd",,43.727048,-79.551654,,,,,,1
7406,12079,"Rexdale Blvd at Queen's Plate Dr (East) East Side",,43.716232,-79.592005,,,,,,1
7408,1568,"St Clair Ave East at Marsh Rd",,43.715953,-79.264399,,,,,,2
7409,8134,"Spadina Ave at Willcocks St",,43.661450,-79.401512,,,,,,2
7410,8675,"The West Mall at Eva Rd",,43.639441,-79.564959,,,,,,1
7411,7114,"Senlac Rd at Churchill Ave",,43.769980,-79.427339,,,,,,1
7412,12095,"Birchmount Rd at Micro Crt",,43.834820,-79.319291,,,,,,1
7413,10651,"Old Weston Rd at Steeles Ave West",,43.771130,-79.543542,,,,,,1
7414,7337,"South Dr at May St",,43.677706,-79.375854,,,,,,2
7416,11505,"Highway 27 at Queen's Plate Dr South Side - Woodbine Centre",,43.722083,-79.598073,,,,,,1
7417,1597,"Steeles Ave West at Shale Gate",,43.783056,-79.487457,,,,,,1
7418,629,"Brimley Rd at Ellesmere Rd South Side",,43.769639,-79.261388,,,,,,1
7419,2451,"Evans Ave at North Carson St",,43.613104,-79.538677,,,,,,1
7420,4783,"Avenue Rd at Hillhurst Blvd",,43.712028,-79.411565,,,,,,2
7421,13667,"Markham Rd at Elson St",,43.840717,-79.252108,,,,,,1
7422,2885,"McNicoll Ave at Don Mills Rd",,43.799544,-79.354390,,,,,,1
7423,5291,"Lawrence Ave East at Meadowvale Rd East Side",,43.775069,-79.156041,,,,,,2
7424,431,"2450 Birchmount Rd - Stephen Leacock Collegiate",,43.786076,-79.300578,,,,,,2
7426,7707,"Ellesmere Rd at Oakley Blvd",,43.768604,-79.268713,,,,,,1
7427,1083,"Gerrard St East at Carlaw Ave",,43.667491,-79.342998,,,,,,2
7429,4342,"Kipling Ave at New Toronto St",,43.603822,-79.519182,,,,,,1
7431,5967,"Ossington Ave at Salvador Allende Crt",,43.671948,-79.429712,,,,,,1
7432,138,"Bathurst St at Fisherville Rd",,43.790264,-79.445803,,,,,,1
7433,13669,"Markham Rd at Passmore Ave",,43.830781,-79.250916,,,,,,2
7434,9674,"Brimley Rd at Port Royal Trail (North)",,43.825062,-79.286196,,,,,,1
7435,665,"Burnhamthorpe Rd at Appleby Rd",,43.649317,-79.547202,,,,,,2
7436,5917,"Oakwood Ave at Vaughan Rd",,43.692373,-79.440597,,,,,,1
7437,10562,"Warden Ave at Denison St",,43.827649,-79.326714,,,,,,1
7439,4328,"Kipling Ave at Hunting Ridge",,43.681304,-79.552563,,,,,,1
7440,8004,"Old Kingston Rd at Morrish Rd West Side",,43.783129,-79.171091,,,,,,1
7442,3203,"Woodbine Ave at Sammon Ave",,43.691010,-79.314957,,,,,,1
7443,13375,"Berry Rd at Cloverhill Rd East Side",,43.636743,-79.490350,,,,,,1
7445,2884,"McNicoll Ave at Clansman Blvd",,43.801843,-79.362894,,,,,,1
7446,2251,"Eglinton Ave East at Brentcliffe Rd West Side",,43.714624,-79.360121,,,,,,1
7447,4529,"Petrolia Rd at Steeles Ave West South Side",,43.781761,-79.489815,,,,,,2
7448,8820,"Willowdale Ave at Revcoe Dr South Side",,43.785610,-79.409104,,,,,,1
7449,6995,"Royal York Rd at Frankwood Rd",,43.628942,-79.503779,,,,,,1
7450,9831,"Steeles Ave East at Opposite Walkway to Enchanted Hills Cres",,43.830596,-79.277601,,,,,,1
7452,9664,"100 Lesmill Rd",,43.758894,-79.357208,,,,,,2
7453,6749,"Pharmacy Ave at Singleton Rd",,43.731392,-79.299708,,,,,,1
7454,2592,"Finch Ave West at Damascus Dr",,43.735423,-79.597859,,,,,,1
7455,8392,"Upper Canada Dr at Fairmeadow Ave",,43.757865,-79.399397,,,,,,1
7456,4403,"Lansdowne Ave at Glencairn Ave South Side",,43.705206,-79.460763,,,,,,1
7457,1085,"Gerrard St East at Coxwell Ave",,43.672746,-79.319561,,,,,,2
7458,6852,"Queen St West at Sorauren Ave",,43.639824,-79.440785,,,,,,1
7459,28,"Annette St at Gilmour Ave",,43.660479,-79.477746,,,,,,1
7460,4208,"Kingston Rd at Birchmount Rd",,43.693207,-79.262256,,,,,,1
7461,7655,"Dufferin St at Martin Ross Ave",,43.775284,-79.468573,,,,,,1
7462,12133,"Eglinton Ave West at Renforth Dr",,43.666757,-79.587469,,,,,,1
7464,1949,"Don Mills Rd at Leith Hill Rd North Side",,43.777534,-79.347811,,,,,,1
7466,9015,"Yonge St at Kempford Blvd",,43.777066,-79.415018,,,,,,1
7467,3855,"Islington Ave at Winnipeg Rd",,43.692368,-79.544377,,,,,,1
7468,1642,"West Mall Cres at Dundas St West South Side",,43.626881,-79.562105,,,,,,1
7469,4791,"Opposite 1451 Avenue Rd - Havergal College",,43.720427,-79.415189,,,,,,2
7470,6187,"The Westway at Epping St",,43.688113,-79.545915,,,,,,1
7471,6144,"Steeles Ave West at Peter Kaiser Gate",,43.774182,-79.527044,,,,,,1
7472,4413,"Lawrence Ave East at Beechgrove Dr",,43.773700,-79.161987,,,,,,1
7473,10126,"Park Lawn Rd at Lorne Ave",,43.630874,-79.491255,,,,,,1
7475,13323,"Morningview Trail at Sewells Rd",,43.819758,-79.200709,,,,,,1
7476,9822,"Steeles Ave West at Kipling Ave",,43.759773,-79.589707,,,,,,1
7477,6581,"Middlefield Rd at Arbor Low Gate",,43.811951,-79.258687,,,,,,1
7478,1990,"The Donway West at Lawrence Ave East",,43.736269,-79.346292,,,,,,1
7479,11737,"Garnett Janes Rd at Twelfth St East Side",,43.601037,-79.510878,,,,,,1
7480,1007,"Dupont St at Edwin Ave East Side",,43.664842,-79.455161,,,,,,1
7481,4838,"Brimorton Dr at Dalehurst Ave",,43.770891,-79.214209,,,,,,1
7482,5518,"Doncliffe Loop at Glen Echo Rd",,43.734669,-79.400282,,,,,,1
7483,5145,"Laird Dr at McRae Dr",,43.710526,-79.363668,,,,,,1
7485,765,"Chaplin Cres at Colin Ave",,43.698061,-79.399556,,,,,,1
7486,3493,"Dundas St West at Dupont St",,43.664363,-79.458505,,,,,,1
7487,3058,"Queen St East at Logan Ave",,43.660394,-79.342681,,,,,,1
7488,11266,"Tandridge Cres at Byng Ave",,43.727411,-79.549047,,,,,,1
7489,8080,"Sentinel Rd at Derrydown Rd",,43.759919,-79.499799,,,,,,1
7490,7535,"Bermondsey Rd at Eglinton Ave East South Side",,43.725609,-79.313733,,,,,,1
7491,3185,"Wilmington Ave at Searle Ave",,43.757173,-79.454457,,,,,,1
7492,13308,"St Clair Ave West at Jane St",,43.667281,-79.491533,,,,,,2
7493,10892,"RICHMOND ST WEST AT YONGE ST WEST SIDE",,43.651597,-79.379346,,,,,,2
7494,396,"Birchmount Rd at Comstock Rd",,43.723821,-79.275484,,,,,,1
7495,6631,"Pape Ave at Wroxeter Ave",,43.675223,-79.343439,,,,,,1
7496,6560,"Maybrook Dr at McNicoll Ave",,43.821660,-79.259422,,,,,,1
7497,6406,"Grantbrook St at Blake Ave North Side",,43.779984,-79.432596,,,,,,1
7498,1673,"YONGE ST AT MANOR RD WEST",,43.702611,-79.397600,,,,,,1
7499,2659,"Gordon Baker Rd at Sparks Ave",,43.806915,-79.345514,,,,,,2
7501,7658,"Dufferin St at Steeles Ave West South Side",,43.786712,-79.470251,,,,,,1
7502,1886,"Dawes Rd at Danforth Ave North Side",,43.689761,-79.296736,,,,,,1
7503,1456,"Queen's Park at Charles St West North Side - Museum Station",,43.667603,-79.393512,,,,,,1
7504,1644,"West Mall Cres at The West Mall",,43.627091,-79.559674,,,,,,1
7505,2139,"Dundas St West at Aukland Rd",,43.638232,-79.538023,,,,,,1
7506,10857,"Steinway Blvd at Steeles Ave West South Side",,43.753659,-79.619736,,,,,,1
7507,6071,"Sheppard Ave West at John Drury Dr",,43.748435,-79.482947,,,,,,1
7509,294,"Bayview Ave at Forest Heights Blvd",,43.758126,-79.385998,,,,,,2
7510,4761,"6900 Airport Rd - International Centre - South Entrance",,43.700595,-79.637921,,,,,,2
7511,4968,"Danforth Rd at Tyne Crt",,43.733206,-79.248642,,,,,,1
7512,3548,"Elmhurst Dr at Redwater Dr West Side",,43.722908,-79.560199,,,,,,1
7513,3750,"Islington Ave at Gosfield Gate",,43.725718,-79.559930,,,,,,1
7514,2529,"Finch Ave East at McCowan Rd",,43.808227,-79.266270,,,,,,1
7515,6972,"Royal York Rd at Anglesey Blvd",,43.666085,-79.519759,,,,,,1
7516,10002,"McCowan Rd at 16Th Ave",,43.885025,-79.288701,,,,,,1
7517,4289,"Kipling Ave at Birmingham St",,43.600574,-79.517845,,,,,,1
7518,1263,"Main St at Danforth Ave",,43.688299,-79.302005,,,,,,2
7522,8631,"Wellesley St East at Ontario St",,43.667701,-79.372048,,,,,,1
7523,6665,"1235 Pharmacy Ave",,43.748710,-79.306717,,,,,,1
7525,8798,"Willowdale Ave at Church Ave",,43.775919,-79.404822,,,,,,1
7526,4995,"Dixon Rd at McManus Rd",,43.699004,-79.537343,,,,,,1
7528,4882,"Church St at Pine St",,43.708131,-79.510801,,,,,,1
7529,8993,"Yonge St at Yonge Blvd",,43.734207,-79.404409,,,,,,1
7530,6672,"Pharmacy Ave at Brian Ave",,43.746134,-79.305689,,,,,,1
7531,11093,"Scarborough Golf Club Rd at Lawrence Ave East North Side",,43.762492,-79.215713,,,,,,1
7532,3714,"Horner Ave at Delta St East Side",,43.603745,-79.535810,,,,,,1
7533,9317,"Broadview Ave at Mountstephen St",,43.663942,-79.351870,,,,,,2
7534,4418,"Lawrence Ave East at Homestead Rd",,43.769641,-79.180335,,,,,,1
7535,9886,"Port Union Rd at Winter Gardens Trail",,43.785227,-79.138910,,,,,,1
7536,1960,"Don Mills Rd at Pebble Byway",,43.802517,-79.353511,,,,,,1
7538,7035,"Royal York Rd at Van Dusen Blvd North Side",,43.644415,-79.510058,,,,,,1
7539,10522,"Ellesmere Rd at Muirbank Blvd",,43.793969,-79.157635,,,,,,1
7540,9477,"Christie St at St Clair Ave West South Side",,43.681289,-79.425661,,,,,,1
7541,4671,"192 Toryork Dr",,43.760392,-79.558741,,,,,,1
7542,6844,"Queen St West at Niagara St",,43.645898,-79.410006,,,,,,1
7543,1306,"McCowan Rd at Martindale Rd",,43.732898,-79.235869,,,,,,1
7544,1556,"St Clair Ave East at Cotton Ave",,43.715853,-79.263794,,,,,,2
7545,10950,"Littles Rd at Sewells Rd North Side",,43.819188,-79.205285,,,,,,1
7546,5775,"Mortimer Ave at Dewhurst Blvd",,43.687157,-79.341876,,,,,,2
7548,1081,"Gerrard St East at Broadview Ave",,43.665376,-79.352906,,,,,,2
7550,11290,"Humberwood Blvd at Arborwood Dr East Side",,43.723490,-79.618315,,,,,,1
7551,11194,"Maniza Rd at Home Rd",,43.736487,-79.464898,,,,,,1
7552,8980,"Yonge St at Eglinton Ave East North Side - Eglinton Station",,43.707916,-79.398471,,,,,,1
7553,3774,"1738 Islington Ave - Richview Collegiate",,43.678379,-79.538485,,,,,,1
7554,6876,"The Queensway at Canmotor Ave",,43.624187,-79.511821,,,,,,1
7555,5844,"Mt Pleasant Rd at St Clair Ave East North Side",,43.690842,-79.383386,,,,,,1
7556,8851,"Wilson Ave at Dubray Ave",,43.728331,-79.477500,,,,,,2
7557,7122,"Senlac Rd at Hounslow Ave",,43.772575,-79.428629,,,,,,1
7559,2424,"85 Emmett Ave",,43.687264,-79.506296,,,,,,1
7560,10625,"North Queen St at Eastside Dr East Side",,43.619815,-79.552003,,,,,,2
7561,5104,"Gary Dr at Portage Ave",,43.710543,-79.520831,,,,,,2
7562,8640,"Wellesley St East at Yonge St",,43.665025,-79.384478,,,,,,1
7563,6712,"Pharmacy Ave at Huntingwood Dr",,43.781496,-79.319955,,,,,,1
7564,4246,"Kingston Rd at Midland Ave",,43.710777,-79.248216,,,,,,1
7568,13369,"Queens Quay West at Dan Leckie Way East Side",,43.636798,-79.396172,,,,,,1
7569,1505,"Rathburn Rd at The West Mall",,43.653248,-79.572307,,,,,,1
7570,595,"Bloor St West at The West Mall",,43.635412,-79.562688,,,,,,1
7571,13361,"Royal York Rd at Albani St",,43.604343,-79.493513,,,,,,1
7572,8487,"Victoria Park Ave at Navaho Dr",,43.800546,-79.334889,,,,,,1
7573,5298,"Opposite 4125 Lawrence Ave East",,43.767100,-79.192779,,,,,,1
7574,766,"Chaplin Cres at Duplex Ave",,43.697914,-79.398222,,,,,,1
7575,3013,"16 Park Lane Cir",,43.734911,-79.375900,,,,,,1
7576,9670,"Queen's Plate Dr (West) at Rexdale Blvd",,43.719441,-79.603448,,,,,,1
7577,2927,"Millwood Rd at Overlea Blvd South Side",,43.701557,-79.352492,,,,,,1
7578,6689,"Pharmacy Ave at Denton Ave North Side",,43.694477,-79.284183,,,,,,1
7580,1027,"Dupont St at Spadina Rd East Side - Dupont Station",,43.674795,-79.406768,,,,,,1
7581,158,"Bathurst St at Joicey Blvd",,43.733827,-79.433052,,,,,,1
7582,2016,"Dufferin St at Apex Rd South Side",,43.716313,-79.455342,,,,,,1
7583,9842,"Sewells Rd at Alford Cres",,43.809124,-79.213917,,,,,,1
7584,8280,"Steeles Ave West at Hilda Ave",,43.796207,-79.429070,,,,,,1
7585,6613,"Neptune Dr at Bathurst St",,43.731285,-79.433400,,,,,,1
7586,9549,"Milner Ave at Neilson Rd East Side",,43.795563,-79.215845,,,,,,1
7587,5350,"Lawrence Ave West at Caledonia Rd East Side",,43.711461,-79.466098,,,,,,1
7588,7314,"Sherbourne St at Earl St North Side",,43.668965,-79.375374,,,,,,1
7589,3836,"Islington Ave at Sandhill Dr North Side",,43.734502,-79.563903,,,,,,1
7590,209,"Bathurst St at Strathearn Rd",,43.692041,-79.422014,,,,,,1
7591,8303,"Steeles Ave West at Scholes Rd/Barmac Dr",,43.768748,-79.554719,,,,,,1
7592,635,"Brimley Rd at Largo Lane",,43.747161,-79.252597,,,,,,1
7593,8509,"Victoria Park Ave at Steeles Ave East",,43.815913,-79.341584,,,,,,1
7594,3205,"Wright Ave at Gibson Ave West Side",,43.700147,-79.506500,,,,,,2
7595,6545,"Marlee Ave at Lawrence Ave West South Side",,43.714964,-79.446296,,,,,,1
7597,1839,"Danforth Ave at Victoria Park Ave",,43.691385,-79.288010,,,,,,1
7598,3199,"Woodbine Ave at Lumsden Ave",,43.692652,-79.315670,,,,,,1
7599,751,"Carlton St at Church St",,43.661721,-79.379621,,,,,,1
7600,8368,"Toba Dr at Fifeshire Rd",,43.756228,-79.390007,,,,,,1
7601,9533,"25 Mabelle Ave",,43.645939,-79.526888,,,,,,1
7602,1846,"Danforth Rd at Cotton Ave East Side",,43.712503,-79.262091,,,,,,2
7604,7329,"Sherbourne St at Richmond St East South Side",,43.652663,-79.368912,,,,,,1
7605,2900,"McNicoll Ave at Pharmacy Ave",,43.803930,-79.331097,,,,,,1
7607,8441,"Victoria Park Ave at Jonesville Cres South Side",,43.726169,-79.303436,,,,,,1
7609,3819,"Islington Ave at Muir Ave",,43.760111,-79.572001,,,,,,1
7610,2525,"Finch Ave East at Markham Rd",,43.812793,-79.243437,,,,,,1
7611,5099,"Gary Dr at Dalbeattie Ave",,43.712292,-79.513791,,,,,,1
7613,4998,"585 Dixon Rd",,43.690747,-79.574265,,,,,,1
7615,9127,"Finch Ave East at Bayview Ave",,43.785219,-79.391751,,,,,,1
7616,7393,"Van Horne Ave at Lucifer Dr",,43.787334,-79.337949,,,,,,1
7617,5641,"Martin Grove Rd at Ronson Dr",,43.693647,-79.571648,,,,,,1
7618,5752,"Millwood Rd at Redway Rd South Side",,43.701745,-79.357668,,,,,,1
7619,13685,"Yorkland Blvd (South) at Consumers Rd",,43.771042,-79.331989,,,,,,1
7620,891,"Danforth Ave at Gledhill Ave",,43.686769,-79.308455,,,,,,1
7621,1330,"Midland Ave at St Clair Ave East North Side",,43.719303,-79.251364,,,,,,1
7622,995,"Dupont St at Bartlett Ave",,43.669022,-79.436290,,,,,,1
7623,4408,"Lansdowne Ave at Wade Ave - Lansdowne Station",,43.659077,-79.442882,,,,,,1
7624,7823,"Hinton Rd at Harefield Dr",,43.726737,-79.569095,,,,,,1
7625,9837,"Brenyon Way at Foregate Ave",,43.801663,-79.207257,,,,,,1
7626,7510,"Barmac Dr at Garyray Dr",,43.766174,-79.554068,,,,,,1
7627,4927,"Culford Rd at Harrow Dr",,43.701344,-79.485051,,,,,,1
7628,434,"Birchmount Rd at McNicoll Ave",,43.808754,-79.311362,,,,,,1
7629,2319,"Eglinton Ave East at Warden Ave",,43.727633,-79.287859,,,,,,1
7630,7696,"Ellesmere Rd at Midland Ave",,43.767720,-79.271469,,,,,,1
7631,4132,"Kennedy Rd at Wickware Gate",,43.753344,-79.276476,,,,,,1
7632,9882,"Steeles Ave East at Walkway to Dairis Cres",,43.829251,-79.283542,,,,,,1
7633,7100,"Scarlett Rd at Richview Rd",,43.685593,-79.512675,,,,,,1
7634,5802,"Mt Pleasant Rd at Belsize Dr",,43.702367,-79.387635,,,,,,1
7635,3295,"Attwell Dr at Carlingview Dr",,43.703226,-79.603128,,,,,,2
7636,5742,"Midland Ave at Sheppard Ave East",,43.785192,-79.278303,,,,,,1
7637,9440,"Pharmacy Ave at Walkway to Crayford Dr",,43.813989,-79.335042,,,,,,1
7638,4897,"75 COMMISSIONERS ST",,43.647564,-79.347057,,,,,,1
7639,10124,"Park Lawn Rd at Keywell Crt",,43.634822,-79.492952,,,,,,1
7641,1864,"Danforth Ave at Warden Ave",,43.694500,-79.273428,,,,,,1
7643,825,"College St at Dovercourt Rd",,43.653692,-79.426251,,,,,,2
7644,524,"Bloor St West at Old Mill Trail",,43.649571,-79.495659,,,,,,1
7645,13463,"Parliament St at Carlton St",,43.663713,-79.367639,,,,,,1
7646,4102,"Kennedy Rd at Munham Gate",,43.759165,-79.278473,,,,,,1
7647,1959,"Don Mills Rd at Parkway Forest Dr",,43.769413,-79.346352,,,,,,1
7648,9156,"Lawrence Ave East at Don Mills Rd",,43.736929,-79.343888,,,,,,1
7649,2794,"Kingston Rd at Scarborough Rd",,43.680468,-79.287193,,,,,,1
7650,9242,"Shorncliffe Rd at North Queen St North Side",,43.623031,-79.540768,,,,,,1
7651,3721,"Horner Ave at Fima Cres",,43.605750,-79.526827,,,,,,1
7652,8103,"Silverdale Cres at York Mills Rd",,43.756875,-79.341192,,,,,,1
7653,1668,"Yonge St at Belsize Dr",,43.700368,-79.397130,,,,,,1
7654,13563,"Sheppard Ave East at Doris Ave",,43.761942,-79.408411,,,,,,1
7655,741,"Caledonia Rd at Rogers Rd",,43.682880,-79.457837,,,,,,2
7656,873,"Danforth Ave at Byron Ave East Side",,43.680831,-79.334930,,,,,,1
7658,5404,"Lawrence Ave West at Sage Ave",,43.712378,-79.463057,,,,,,1
7659,2081,"Dufferin St at Queen St West",,43.642008,-79.428427,,,,,,1
7661,6304,"Coe Hill Dr at The Queensway",,43.637672,-79.468551,,,,,,2
7662,3045,"Queen St East at Coxwell Ave",,43.666426,-79.316446,,,,,,1
7663,8981,"YONGE ST AT EGLINTON AVE WEST (EGLINTON STATION)",,43.707156,-79.398556,,,,,,1
7664,10252,"Yorkland Blvd (South) at Consumers Rd West Side",,43.771161,-79.331982,,,,,,1
7665,12143,"Portland St at Milton St West Side",,43.620268,-79.494540,,,,,,2
7666,10547,"Warden Ave at 16Th Ave",,43.873705,-79.338418,,,,,,1
7668,6673,"Pharmacy Ave at Brian Ave",,43.746300,-79.305996,,,,,,1
7669,3323,"Belfield Rd at Attwell Dr East Side",,43.697942,-79.592280,,,,,,1
7670,3374,"Broadview Ave at Queen St East",,43.659107,-79.350021,,,,,,2
7671,5406,"Lawrence Ave West at Scarlett Rd",,43.698314,-79.523078,,,,,,2
7672,4926,"Culford Rd at Gracefield Ave",,43.710302,-79.489668,,,,,,1
7673,8522,"Victoria Park Ave at Yardley Ave",,43.713877,-79.298218,,,,,,1
7674,7377,"Summerhill Ave at Jean St",,43.686558,-79.373771,,,,,,2
7675,3415,"340 Chaplin Cres",,43.704194,-79.421240,,,,,,1
7676,7699,"Ellesmere Rd at Military Trail (East) West Side",,43.786502,-79.189027,,,,,,2
7677,14319,"Warden Ave at Roper Rd",,43.714325,-79.282151,,,,,,1
7678,10515,"Ellesmere Rd at Watson St",,43.789459,-79.175830,,,,,,1
7680,456,"Birchmount Rd at Steeles Ave East",,43.821597,-79.317175,,,,,,1
7681,7300,"Sheppard Ave West at Wilson Heights Blvd",,43.751824,-79.456590,,,,,,1
7682,10146,"Brimley Rd at Sheppard Ave East",,43.787394,-79.268016,,,,,,1
7683,2012,"Driftwood Ave at Yorkwoods Gate",,43.751397,-79.512586,,,,,,1
7686,5297,"Lawrence Ave East at Mossbank Dr",,43.762725,-79.211184,,,,,,1
7687,8658,"Westhumber Blvd at Moon Valley Dr",,43.727098,-79.582380,,,,,,1
7688,3291,"Alliance Ave at Rockcliffe Blvd",,43.677053,-79.488863,,,,,,1
7689,2718,"Islington Ave at Bering Ave North Side",,43.639611,-79.521176,,,,,,1
